"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
all_aca_sang,allergie,,checkbox,"ACARIENS ET POUSSIÈRES","1, D. FARINAE | 2, D. PTERONYSSINUS",,,,,,,,,,,,
all_autres_allerg_sang,allergie,,notes,"Autres Sensibilisations",,,,,,,,,LH,,,,
all_com,allergie,COMMENTAIRES,notes,,,,,,,,,,LH,,,,
fp_date,fonction_pulmonaire,,text,"Date ",,,date_ymd,,,,,,LH,,,,
fp_oscipre_h,fonction_pulmonaire,,text,"Oscilo pré-bd heure",,,time,,,,,,LH,,,,
fp_spiropre_h,fonction_pulmonaire,,text,"Spiro pré-bd heure",,,time,,,,,,LH,,,,
fp_oscipost_h,fonction_pulmonaire,,text,"Oscilo post-bd heure",,,time,,,,,,LH,,,,
fp_spiropost_h,fonction_pulmonaire,,text,"Spiro post-bd heure",,,time,,,,,,LH,,,,
fp_oscillo_tab,fonction_pulmonaire,"RAPPORT D'OSCILLOMÉTRIE",descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%; height: 123.2px;"" border=""1""> <tbody> <tr style=""height: 17.6px;""> <td style=""width: 16.6557%; height: 17.6px;""> </td> <td style=""width: 16.6557%; height: 17.6px;""> </td> <td style=""height: 17.6px; width: 33.3114%; text-align: center;"" colspan=""2""> <p style=""text-align: center;"">PRÉ-BD</p> <p style=""text-align: center;"">{fp_oscipre_h}</p> </td> <td style=""height: 17.6px; width: 33.3114%; text-align: center;"" colspan=""2""> <p style=""text-align: center;"">POST-BD</p> <p style=""text-align: center;"">{fp_oscipost_h}</p> </td> </tr> <tr style=""height: 17.6px;""> <td style=""width: 16.6557%; height: 17.6px;""> </td> <td style=""width: 16.6557%; height: 17.6px; text-align: center;"">PRÉDIT</td> <td style=""width: 16.6557%; height: 17.6px; text-align: center;"">OBSERVÉ</td> <td style=""width: 16.6557%; height: 17.6px; text-align: center;"">%</td> <td style=""width: 16.6557%; height: 17.6px; text-align: center;"">OBSERVÉ</td> <td style=""width: 16.6557%; height: 17.6px; text-align: center;"">%</td> </tr> <tr style=""height: 17.6px;""> <td style=""width: 16.6557%; height: 17.6px; text-align: right;"">R5</td> <td style=""width: 16.6557%; height: 17.6px; text-align: center;"">{fp_r5_predit}</td> <td style=""width: 16.6557%; height: 17.6px; text-align: center;"">{fp_r5_obs_pre}</td> <td style=""width: 16.6557%; height: 17.6px; text-align: center;"">{fp_r5_obs_prepour}</td> <td style=""width: 16.6557%; height: 17.6px; text-align: center;"">{fp_r5_obs_post}</td> <td style=""width: 16.6557%; height: 17.6px; text-align: center;"">{fp_r5_obs_postpour}</td> </tr> <tr style=""height: 17.6px;""> <td style=""width: 16.6557%; height: 17.6px; text-align: right;"">R19</td> <td style=""width: 16.6557%; height: 17.6px; text-align: center;"">{fp_r19_predit}</td> <td style=""width: 16.6557%; height: 17.6px; text-align: center;"">{fp_r19_obs_pre}</td> <td style=""width: 16.6557%; height: 17.6px; text-align: center;"">{fp_r19_obs_prepour}</td> <td style=""width: 16.6557%; height: 17.6px; text-align: center;"">{fp_r19_obs_post}</td> <td style=""width: 16.6557%; height: 17.6px; text-align: center;"">{fp_r19_obs_postpour}</td> </tr> <tr style=""height: 17.6px;""> <td style=""width: 16.6557%; height: 17.6px; text-align: right;"">X5</td> <td style=""width: 16.6557%; height: 17.6px; text-align: center;"">{fp_x5_predit}</td> <td style=""width: 16.6557%; height: 17.6px; text-align: center;"">{fp_x5_obs_pre}</td> <td style=""width: 16.6557%; height: 17.6px; text-align: center;"">{fp_x5_obs_prepour}</td> <td style=""width: 16.6557%; height: 17.6px; text-align: center;"">{fp_x5_obs_post}</td> <td style=""width: 16.6557%; height: 17.6px; text-align: center;"">{fp_x5_obs_postpour}</td> </tr> <tr> <td style=""width: 16.6557%; text-align: right;"">AX</td> <td style=""width: 16.6557%; text-align: center;"">{fp_ax_predit}</td> <td style=""width: 16.6557%; text-align: center;"">{fp_ax_obs_pre}</td> <td style=""width: 16.6557%; text-align: center;"">{fp_ax_obs_prepour}</td> <td style=""width: 16.6557%; text-align: center;"">{fp_ax_obs_post}</td> <td style=""width: 16.6557%; text-align: center;"">{fp_ax_obs_postpour}</td> </tr> <tr> <td style=""width: 16.6557%; text-align: right;"">R5-R19</td> <td style=""width: 16.6557%; text-align: center;"">{fp_r519_predit}</td> <td style=""width: 16.6557%; text-align: center;"">{fp_r519_obs_pre}</td> <td style=""width: 16.6557%; text-align: center;"">{fp_r519_obs_prepour}</td> <td style=""width: 16.6557%; text-align: center;"">{fp_r519_obs_post}</td> <td style=""width: 16.6557%; text-align: center;"">{fp_r519_obs_postpour}</td> </tr> </tbody> </table></div>",,,,,,,,,,,,,
fp_spiro_ats,fonction_pulmonaire,"RAPPORT DE SPIROMÉTRIE FORCÉE",radio,"La spirométrie satisfait les critères de l'ATS?","0, NON | 1, OUI",,,,,,,,,,,,
fp_spiro_ats_pour,fonction_pulmonaire,,notes,Pourquoi?,,,,,,,"[fp_spiro_ats] = '0'",,LH,,,,
fp_cvf_predit,fonction_pulmonaire,,text,"CVF prédit",,,number,,,,,,,,,,
fp_cvf_obs_pre_l,fonction_pulmonaire,,text,"CVF observé pré-BD",,,number,,,,,,,,,,
fp_cvf_obs_pre_pour,fonction_pulmonaire,,calc,"CVF pre-BD %","round(([fp_cvf_obs_pre_l]/[fp_cvf_predit]*100),1)",,,,,,,,,,,,
fp_cvf_obs_post_l,fonction_pulmonaire,,text,"CVF obs post-BD",,,number,,,,,,,,,,
fp_cvf_obs_post_pour,fonction_pulmonaire,,calc,"CVF obs post-bd %","round(([fp_cvf_obs_post_l]/[fp_cvf_predit])*100,1)",,,,,,,,,,,,
fp_echelle,fonction_pulmonaire,,dropdown,"Valeur prédite selon l'échelle

GLI Lung Function Calculator: gli-calculator.ersnet.org/","0, GLI 2012 | 1, Crapo | 2, Knudson | 3, NHanes III | 4, Quanjer | 5, IUCPQ | 6, Soc Euro | 7, GLI-2013 | 8, IUCPQ.db | 9, Inconnue",,,,,,,,,,,," @DEFAULT='0'"
fp_vems_predit,fonction_pulmonaire,,text,"VEMS prédit",,,number,,,,,,,,,,
fp_dep_predit,fonction_pulmonaire,,text,"DEP prédit",,,number,,,,,,,,,,
fp_demm_predit,fonction_pulmonaire,,text,"DEMM prédit",,,number,,,,,,,,,,
fp_dep_predit_l_m,fonction_pulmonaire,,calc,"DEP prédit","roundup([fp_dep_predit]*60,1)",,,,,,,,,,,,
fp_vems_obs_pre_l,fonction_pulmonaire,,text,"VEMS obs pré-BD L",,,number,,,,,,,,,,
fp_vems_obs_pre_pour,fonction_pulmonaire,,calc,"VEMS obs préBD %","round(([fp_vems_obs_pre_l]/[fp_vems_predit]*100),1)",,,,,,,,,,,,
fp_dep_obs_pre_pour,fonction_pulmonaire,,calc,"DEP obs préBD %","round(([fp_dep_obs_pre_l_s]/[fp_dep_predit])*100,1)",,,,,,,,,,,,
fp_demm_obs_pre_pour,fonction_pulmonaire,,calc,"DEMM obs préBD %","round(([fp_demm_obs_pre_l_s]/[fp_demm_predit])*100,1)",,,,,,,,,,,,
fp_dep_obs_pre_l_s,fonction_pulmonaire,,text,"DEP obs préBD L/s",,,number,,,,,,,,,,
fp_demm_obs_pre_l_s,fonction_pulmonaire,,text,"DEMM obs préBD L/s",,,,,,,,,,,,,
fp_dep_obs_pre_l_m,fonction_pulmonaire,,calc,"DEP obs préBD L/m","roundup([fp_dep_obs_pre_l_s]*60,1)",,,,,,,,,,,,
fp_vems_obs_post_l,fonction_pulmonaire,,text,"VEMS obs  post-BD L",,,number,,,,,,,,,,
fp_dep_obs_post_l_s,fonction_pulmonaire,,text,"DEP obs  post-BD L/s",,,number,,,,,,,,,,
fp_demm_obs_post_l_s,fonction_pulmonaire,,text,"DEMM obs  post-BD L/s",,,number,,,,,,,,,,
fp_dep_obs_post_l_m,fonction_pulmonaire,,calc,"DEP obs  post-BD L/m","roundup([fp_dep_obs_post_l_s]*60,1)",,,,,,,,,,,,
fp_vems_obs_post_pour,fonction_pulmonaire,,calc,"VEMS obs post-BD %","round(([fp_vems_obs_post_l]/[fp_vems_predit])*100,1)",,,,,,,,,,,,
fp_dep_obs_post_pour,fonction_pulmonaire,,calc,"DEP obs post-BD %","round(([fp_dep_obs_post_l_s]/[fp_dep_predit])*100,1)",,,,,,,,,,,,
fp_demm_obs_post_pour,fonction_pulmonaire,,calc,"DEMM obs post-BD %","round(([fp_demm_obs_post_l_s]/[fp_demm_predit])*100,1)",,,,,,,,,,,,
fp_vems_cvf_predit,fonction_pulmonaire,,calc,"VEMS/CVF prédit","roundup([fp_vems_predit]/[fp_cvf_predit]*100,2)",,,,,,,,,,,,
fp_vems_cvf_obs_pre,fonction_pulmonaire,,calc,"VEMS/CVF observée pré-BD","roundup([fp_vems_obs_pre_l]/[fp_cvf_obs_pre_l]*100,2)",,,,,,,,,,,,
fp_vems_cvf_obs_post,fonction_pulmonaire,,calc,"VEMS/CVF observée post-BD","roundup([fp_vems_obs_post_l]/[fp_cvf_obs_post_l]*100,2)",,,,,,,,,,,,
fp_spiro,fonction_pulmonaire,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%; height: 210.2px;"" border=""1""> <tbody> <tr style=""height: 66.4px;""> <td style=""width: 16.6733%; height: 66.4px;""> </td> <td style=""width: 16.6733%; height: 66.4px;""> </td> <td style=""height: 66.4px; width: 33.3466%; text-align: center;"" colspan=""2""> <p style=""text-align: center;"">PRÉ-BD</p> <p style=""text-align: center;"">{fp_spiropre_h}</p> </td> <td style=""height: 66.4px; width: 33.2802%; text-align: center;"" colspan=""2""> <p style=""text-align: center;"">POST-BD</p> <p style=""text-align: center;"">{fp_spiropost_h}</p> </td> </tr> <tr style=""height: 17.6px;""> <td style=""width: 16.6733%; height: 17.6px;""> </td> <td style=""width: 16.6733%; height: 17.6px; text-align: center;"">PRÉDIT</td> <td style=""width: 16.6733%; height: 17.6px; text-align: center;"">OBSERVÉ</td> <td style=""width: 16.6733%; height: 17.6px; text-align: center;"">%</td> <td style=""width: 16.6733%; height: 17.6px; text-align: center;"">OBSERVÉ</td> <td style=""width: 16.6069%; height: 17.6px; text-align: center;"">%</td> </tr> <tr> <td style=""width: 16.6733%; text-align: right;"">CVF (L)</td> <td style=""width: 16.6733%; text-align: center;"">{fp_cvf_predit}</td> <td style=""width: 16.6733%; text-align: center;"">{fp_cvf_obs_pre_l}</td> <td style=""width: 16.6733%; text-align: center;"">{fp_cvf_obs_pre_pour}</td> <td style=""width: 16.6733%; text-align: center;"">{fp_cvf_obs_post_l}</td> <td style=""width: 16.6069%; text-align: center;"">{fp_cvf_obs_post_pour}</td> </tr> <tr style=""height: 17.6px;""> <td style=""width: 16.6733%; height: 17.6px; text-align: right;"">VEMS (L)</td> <td style=""width: 16.6733%; height: 17.6px; text-align: center;"">{fp_vems_predit}</td> <td style=""width: 16.6733%; height: 17.6px; text-align: center;"">{fp_vems_obs_pre_l}</td> <td style=""width: 16.6733%; height: 17.6px; text-align: center;"">{fp_vems_obs_pre_pour}</td> <td style=""width: 16.6733%; height: 17.6px; text-align: center;"">{fp_vems_obs_post_l}</td> <td style=""width: 16.6069%; height: 17.6px; text-align: center;"">{fp_vems_obs_post_pour}</td> </tr> <tr style=""height: 17.6px;""> <td style=""width: 16.6733%; height: 17.6px; text-align: right;"">VEMS/CVF (%)</td> <td style=""width: 16.6733%; height: 17.6px; text-align: center;"">{fp_vems_cvf_predit}</td> <td style=""width: 16.6733%; height: 17.6px; text-align: center;"">{fp_vems_cvf_obs_pre}</td> <td style=""width: 16.6733%; height: 17.6px; text-align: center;""> </td> <td style=""width: 16.6733%; height: 17.6px; text-align: center;"">{fp_vems_cvf_obs_post}</td> <td style=""width: 16.6069%; height: 17.6px; text-align: center;""> </td> </tr> <tr style=""height: 17.6px;""> <td style=""width: 16.6733%; text-align: right; height: 17.6px;"">DEM25/75 (L/s)</td> <td style=""width: 16.6733%; text-align: center; height: 17.6px;"">{fp_demm_predit}</td> <td style=""width: 16.6733%; text-align: center; height: 17.6px;"">{fp_demm_obs_pre_l_s}</td> <td style=""width: 16.6733%; text-align: center; height: 17.6px;"">{fp_demm_obs_pre_pour}</td> <td style=""width: 16.6733%; text-align: center; height: 17.6px;"">{fp_demm_obs_post_l_s}</td> <td style=""width: 16.6069%; text-align: center; height: 17.6px;"">{fp_demm_obs_post_pour}</td> </tr> <tr style=""height: 17.6px;""> <td style=""width: 16.6733%; height: 17.6px; text-align: right;"">DEP (L/s)</td> <td style=""width: 16.6733%; height: 17.6px; text-align: center;"">{fp_dep_predit}</td> <td style=""width: 16.6733%; height: 17.6px; text-align: center;"">{fp_dep_obs_pre_l_s}</td> <td style=""width: 16.6733%; height: 17.6px; text-align: center;"">{fp_dep_obs_pre_pour}</td> <td style=""width: 16.6733%; height: 17.6px; text-align: center;"">{fp_dep_obs_post_l_s}</td> <td style=""width: 16.6069%; height: 17.6px; text-align: center;"">{fp_dep_obs_post_pour}</td> </tr> <tr style=""height: 17.6px;""> <td style=""width: 16.6733%; height: 17.6px; text-align: right;"">DEP (L/m)</td> <td style=""width: 16.6733%; height: 17.6px; text-align: center;"">{fp_dep_predit_l_m} </td> <td style=""width: 16.6733%; height: 17.6px; text-align: center;"">{fp_dep_obs_pre_l_m} </td> <td style=""width: 16.6733%; height: 17.6px; text-align: center;""> </td> <td style=""width: 16.6733%; height: 17.6px; text-align: center;"">{fp_dep_obs_post_l_m} </td> <td style=""width: 16.6069%; height: 17.6px; text-align: center;""> </td> </tr> </tbody> </table></div>",,,,,,,,,,,,,
fp_r5_predit,fonction_pulmonaire,,text,"Oscillo R5",,,number,,,,,,,,,,
fp_r19_predit,fonction_pulmonaire,,text,"Oscillo R19",,,number,,,,,,,,,,
fp_r519_predit,fonction_pulmonaire,,text,"Oscillo R5-19",,,number,,,,,,,,,,
fp_ax_predit,fonction_pulmonaire,,text,"Oscillo AX",,,number,,,,,,,,,,
fp_x5_predit,fonction_pulmonaire,,text,"Oscillo X5",,,number,,,,,,,,,,
fp_r5_obs_pre,fonction_pulmonaire,,text,"Oscillo R5 pré-BD",,,number,,,,,,,,,,
fp_r19_obs_pre,fonction_pulmonaire,,text,"Oscillo R19 pré-BD",,,number,,,,,,,,,,
fp_r519_obs_pre,fonction_pulmonaire,,text,"Oscillo R5-19 pré-BD",,,number,,,,,,,,,,
fp_ax_obs_pre,fonction_pulmonaire,,text,"Oscillo AX pré-BD",,,number,,,,,,,,,,
fp_x5_obs_pre,fonction_pulmonaire,,text,"Oscillo X5 pré-BD",,,number,,,,,,,,,,
fp_r5_obs_post,fonction_pulmonaire,,text,"Oscillo R5 post-BD",,,number,,,,,,,,,,
fp_r19_obs_post,fonction_pulmonaire,,text,"Oscillo R19 post-BD",,,number,,,,,,,,,,
fp_r519_obs_post,fonction_pulmonaire,,text,"Oscillo R5-19 post-BD",,,number,,,,,,,,,,
fp_ax_obs_post,fonction_pulmonaire,,text,"Oscillo AX post-BD",,,number,,,,,,,,,,
fp_x5_obs_post,fonction_pulmonaire,,text,"Oscillo X5 post-BD",,,number,,,,,,,,,,
fp_r5_obs_prepour,fonction_pulmonaire,,calc,"Oscillo R5 pré-BD pourcentage","round(([fp_r5_obs_pre]/[fp_r5_predit])*100,2)",,,,,,,,,,,,
fp_r19_obs_prepour,fonction_pulmonaire,,calc,"Oscillo R19 pré-BD pourcentage","round(([fp_r19_obs_pre]/[fp_r19_predit])*100,2)",,,,,,,,,,,,
fp_r519_obs_prepour,fonction_pulmonaire,,calc,"Oscillo R5-19 pré-BD pourcentage","round(([fp_r519_obs_pre]/[fp_r519_predit])*100,2)",,,,,,,,,,,,
fp_ax_obs_prepour,fonction_pulmonaire,,calc,"Oscillo AX pré-BD pourcentage","round(([fp_ax_obs_pre]/[fp_ax_predit])*100,2)",,,,,,,,,,,,
fp_x5_obs_prepour,fonction_pulmonaire,,calc,"Oscillo X5 pré-BD pourcentage","round(([fp_x5_obs_pre]/[fp_x5_predit])*100,2)",,,,,,,,,,,,
fp_r5_obs_postpour,fonction_pulmonaire,,calc,"Oscillo R5 post-BD pourcentage","round(([fp_r5_obs_post]/[fp_r5_predit])*100,2)",,,,,,,,,,,,
fp_r19_obs_postpour,fonction_pulmonaire,,calc,"Oscillo R19 post-BD pourcentage","round(([fp_r19_obs_post]/[fp_r19_predit])*100,2)",,,,,,,,,,,,
fp_r519_obs_postpour,fonction_pulmonaire,,calc,"Oscillo R5-19 post-BD pourcentage","round(([fp_r519_obs_post]/[fp_r519_predit])*100,2)",,,,,,,,,,,,
fp_ax_obs_postpour,fonction_pulmonaire,,calc,"Oscillo AX post-BD pourcentage","round(([fp_ax_obs_post]/[fp_ax_predit])*100,2)",,,,,,,,,,,,
fp_x5_obs_postpour,fonction_pulmonaire,,calc,"Oscillo X5 post-BD pourcentage","round(([fp_x5_obs_post]/[fp_x5_predit])*100,2)",,,,,,,,,,,,
fp_vems_rev_ml,fonction_pulmonaire,,calc,"Nombre de ml de réversibilité du VEMS","roundup(([fp_vems_obs_post_l]-[fp_vems_obs_pre_l])*1000,2)",,,,,,,,,,,,
fp_dep_rev_l_min,fonction_pulmonaire,,calc,"Nombre de L/min de réversibilité du DEP","roundup([fp_dep_obs_post_l_m]-[fp_dep_obs_pre_l_m],2)",,,,,,,,,,,,
fp_pour_rev_vems,fonction_pulmonaire,,calc,"Pourcentage de réversibilité du VEMS",round(([fp_vems_obs_post_l]-[fp_vems_obs_pre_l])/([fp_vems_obs_pre_l])*100),,,,,,,,,,,,
fp_pour_rev_dep,fonction_pulmonaire,,calc,"Pourcentage de réversibilité du DEP",round(([fp_dep_obs_post_l_m]-[fp_dep_obs_pre_l_m])/([fp_dep_obs_pre_l_m])*100),,,,,,,,,,,,
fp_rev_tab,fonction_pulmonaire,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%;"" border=""1""> <tbody> <tr> <td style=""width: 50.0329%; text-align: center;"" colspan=""2"">VEMS</td> <td style=""width: 49.9671%; text-align: center;"" colspan=""2"">DEP</td> </tr> <tr> <td style=""width: 25.0165%;"">Nombre de ml de réversibilité</td> <td style=""width: 25.0165%;"">{fp_vems_rev_ml}</td> <td style=""width: 25.0165%;"">Nombre de L/min de réversibilité</td> <td style=""width: 24.9506%;"">{fp_dep_rev_l_min}</td> </tr> <tr> <td style=""width: 25.0165%;"">% de réversibilité</td> <td style=""width: 25.0165%;"">{fp_pour_rev_vems}</td> <td style=""width: 25.0165%;"">% de réversibilité</td> <td style=""width: 24.9506%;"">{fp_pour_rev_dep}</td> </tr> </tbody> </table></div>",,,,,,,,,,,,,
fp_bspiro_tab,fonction_pulmonaire,"<div class=""rich-text-field-label""><p>Meilleures valeurs de spirométrie dans les derniers 12 mois</p></div>",descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%; height: 75px;"" border=""1""> <tbody> <tr style=""height: 25px;""> <td style=""width: 33.2854%; text-align: center; height: 25px;"">{fp_bdate}</td> <td style=""width: 33.2854%; height: 25px; text-align: center;"">LITRE</td> <td style=""width: 33.2877%; text-align: center; height: 25px;""> %</td> </tr> <tr style=""height: 25px;""> <td style=""width: 33.2854%; height: 25px; background-color: #3598db; text-align: center;"">VEMS</td> <td style=""width: 33.2854%; height: 25px; background-color: #3598db; text-align: center;"">{fp_bvems_l}</td> <td style=""width: 33.2877%; height: 25px; background-color: #3598db; text-align: center;"">{fp_bvems_pour}</td> </tr> <tr style=""height: 25px;""> <td style=""width: 33.2854%; height: 25px; background-color: #fbeeb8; text-align: center;"">CVF</td> <td style=""width: 33.2854%; height: 25px; background-color: #fbeeb8; text-align: center;"">{fp_bcvf_l}</td> <td style=""width: 33.2877%; height: 25px; background-color: #fbeeb8; text-align: center;"">{fp_bcvf_pour}</td> </tr> </tbody> </table></div>",,,,,,,,,,,,,
fp_b3aspiro_tab,fonction_pulmonaire,"Si non disponible, indiquez les meilleures valeurs de spirométrie au cours des 3 dernières années",descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%; height: 75px;"" border=""1""> <tbody> <tr style=""height: 25px;""> <td style=""width: 33.2854%; text-align: center; height: 25px;"">{fp_b3adate}</td> <td style=""width: 33.2854%; height: 25px; text-align: center;"">LITRE</td> <td style=""width: 33.2877%; text-align: center; height: 25px;""> %</td> </tr> <tr style=""height: 25px;""> <td style=""width: 33.2854%; height: 25px; background-color: #3598db; text-align: center;"">VEMS</td> <td style=""width: 33.2854%; height: 25px; background-color: #3598db; text-align: center;"">{fp_b3avems_l}</td> <td style=""width: 33.2877%; height: 25px; background-color: #3598db; text-align: center;"">{fp_b3avems_pour}</td> </tr> <tr style=""height: 25px;""> <td style=""width: 33.2854%; height: 25px; background-color: #fbeeb8; text-align: center;"">CVF</td> <td style=""width: 33.2854%; height: 25px; background-color: #fbeeb8; text-align: center;"">{fp_b3acvf_l}</td> <td style=""width: 33.2877%; height: 25px; background-color: #fbeeb8; text-align: center;"">{fp_b3acvf_pour}</td> </tr> </tbody> </table></div>",,,,,,,,,,,,,
